,customer_id,loyalty_score,product_id,product_category
996,C129,7,P29,fruit_veg
997,C129,7,P26,fruit_veg
998,C129,7,P23,fruit_veg
999,C7,3,P49,food
1000,C7,3,P46,food
1001,C9,8,P33,fruit_veg
1002,C9,8,P23,fruit_veg
1003,C9,8,P26,fruit_veg
1004,C10,5,P60,food
1005,C15,6,P62,bws
1006,C15,6,P63,bws
1007,C18,8,P31,fruit_veg
1008,C18,8,P22,fruit_veg
1009,C21,5,P24,fruit_veg
1010,C21,5,P26,fruit_veg
1011,C21,5,P29,fruit_veg
1012,C22,1,P32,fruit_veg
1013,C22,1,P31,fruit_veg
1014,C22,1,P31,fruit_veg
1015,C31,9,P40,sweets
1016,C31,9,P39,sweets
1017,C31,9,P39,sweets
1018,C34,3,P34,fruit_veg
1019,C34,3,P34,fruit_veg
1020,C34,3,P24,fruit_veg
1021,C37,9,P62,bws
1022,C37,9,P63,bws
1023,C37,9,P62,bws
1024,C46,5,P64,bws
1025,C46,5,P63,bws
1026,C46,5,P61,bws
1027,C49,7,P62,bws
1028,C49,7,P63,bws
1029,C58,6,P32,fruit_veg
1030,C58,6,P25,fruit_veg
1031,C58,6,P28,fruit_veg
1032,C61,4,P33,fruit_veg
1033,C61,4,P31,fruit_veg
1034,C61,4,P26,fruit_veg
1035,C70,9,P63,bws
1036,C70,9,P63,bws
1037,C70,9,P61,bws
1038,C73,2,P29,fruit_veg
1039,C73,2,P34,fruit_veg
1040,C91,3,P33,fruit_veg
1041,C91,3,P28,fruit_veg
1042,C91,3,P33,fruit_veg
1043,C95,7,P29,fruit_veg
1044,C95,7,P31,fruit_veg
1045,C97,9,P22,fruit_veg
1046,C98,7,P38,sweets
1047,C98,7,P40,sweets
1048,C98,7,P38,sweets
1049,C100,8,P09,house
1050,C100,8,P01,house
1051,C113,5,P03,house
1052,C113,5,P05,house
1053,C113,5,P02,house
1054,C123,3,P24,fruit_veg
1055,C123,3,P23,fruit_veg
1056,C129,7,P29,fruit_veg
1057,C129,7,P30,fruit_veg
1058,C129,7,P29,fruit_veg
1059,C130,7,P39,sweets
1060,C132,7,P15,clothes
1061,C132,7,P20,clothes
1062,C132,7,P16,clothes
1063,C2,4,P47,food
1064,C2,4,P54,food
1065,C28,3,P62,bws
1066,C28,3,P64,bws
1067,C29,7,P41,food
1068,C35,7,P46,food
1069,C35,7,P60,food
1070,C37,9,P63,bws
1071,C37,9,P64,bws
1072,C39,2,P09,house
1073,C39,2,P02,house
1074,C65,2,P46,food
1075,C65,2,P55,food
1076,C68,8,P47,food
1077,C70,9,P05,house
1078,C74,5,P25,fruit_veg
1079,C74,5,P32,fruit_veg
1080,C74,5,P27,fruit_veg
1081,C75,8,P38,sweets
1082,C82,9,P29,fruit_veg
1083,C82,9,P30,fruit_veg
1084,C84,1,P62,bws
1085,C84,1,P64,bws
1086,C84,1,P62,bws
1087,C86,8,P23,fruit_veg
1088,C86,8,P29,fruit_veg
1089,C101,2,P30,fruit_veg
1090,C110,3,P61,bws
1091,C114,3,P43,food
1092,C114,3,P53,food
1093,C116,5,P38,sweets
1094,C127,4,P09,house
1095,C133,3,P62,bws
1096,C133,3,P62,bws
1097,C21,5,P31,fruit_veg
1098,C21,5,P32,fruit_veg
1099,C26,1,P06,house
1100,C26,1,P07,house
1101,C27,10,P35,sweets
1102,C28,3,P61,bws
1103,C28,3,P61,bws
1104,C28,3,P62,bws
1105,C43,10,P52,food
1106,C43,10,P59,food
1107,C43,10,P56,food
1108,C50,8,P37,sweets
1109,C51,3,P38,sweets
1110,C51,3,P37,sweets
1111,C51,3,P40,sweets
1112,C52,1,P37,sweets
1113,C53,4,P10,house
1114,C53,4,P08,house
1115,C53,4,P12,house
1116,C64,10,P01,house
1117,C69,7,P43,food
1118,C69,7,P41,food
1119,C78,9,P22,fruit_veg
1120,C82,9,P29,fruit_veg
1121,C92,1,P24,fruit_veg
1122,C92,1,P34,fruit_veg
1123,C92,1,P27,fruit_veg
1124,C96,10,P22,fruit_veg
1125,C96,10,P30,fruit_veg
1126,C101,2,P37,sweets
1127,C106,5,P24,fruit_veg
1128,C107,3,P27,fruit_veg
1129,C107,3,P31,fruit_veg
1130,C117,10,P29,fruit_veg
1131,C117,10,P32,fruit_veg
1132,C117,10,P25,fruit_veg
1133,C119,7,P38,sweets
1134,C128,5,P44,food
1135,C128,5,P56,food
1136,C128,5,P41,food
1137,C4,5,P43,food
1138,C4,5,P56,food
1139,C4,5,P59,food
1140,C13,8,P45,food
1141,C18,8,P30,fruit_veg
1142,C18,8,P31,fruit_veg
1143,C18,8,P22,fruit_veg
1144,C22,1,P27,fruit_veg
1145,C22,1,P22,fruit_veg
1146,C24,6,P28,fruit_veg
1147,C24,6,P23,fruit_veg
1148,C27,10,P39,sweets
1149,C27,10,P39,sweets
1150,C27,10,P35,sweets
1151,C64,10,P30,fruit_veg
1152,C74,5,P37,sweets
1153,C74,5,P38,sweets
1154,C87,3,P61,bws
1155,C87,3,P62,bws
1156,C88,1,P38,sweets
1157,C98,7,P40,sweets
1158,C101,2,P35,sweets
1159,C107,3,P28,fruit_veg
1160,C107,3,P34,fruit_veg
1161,C109,6,P44,food
1162,C111,1,P40,sweets
1163,C111,1,P38,sweets
1164,C111,1,P38,sweets
1165,C115,1,P38,sweets
1166,C127,4,P25,fruit_veg
1167,C136,10,P07,house
1168,C2,4,P59,food
1169,C2,4,P51,food
1170,C2,4,P56,food
1171,C3,8,P02,house
1172,C3,8,P09,house
1173,C3,8,P09,house
1174,C4,5,P52,food
1175,C4,5,P47,food
1176,C5,7,P11,house
1177,C7,3,P31,fruit_veg
1178,C16,5,P36,sweets
1179,C22,1,P31,fruit_veg
1180,C22,1,P33,fruit_veg
1181,C22,1,P32,fruit_veg
1182,C31,9,P61,bws
1183,C31,9,P64,bws
1184,C36,5,P35,sweets
1185,C36,5,P36,sweets
1186,C36,5,P37,sweets
1187,C37,9,P51,food
1188,C42,2,P36,sweets
1189,C42,2,P35,sweets
1190,C42,2,P37,sweets
1191,C52,1,P39,sweets
1192,C52,1,P37,sweets
1193,C53,4,P22,fruit_veg
1194,C53,4,P31,fruit_veg
1195,C53,4,P22,fruit_veg
1196,C60,10,P04,house
1197,C61,4,P36,sweets
1198,C63,2,P63,bws
1199,C63,2,P64,bws
1200,C69,7,P37,sweets
1201,C70,9,P14,clothes
1202,C70,9,P18,clothes
1203,C70,9,P17,clothes
1204,C73,2,P15,clothes
1205,C73,2,P19,clothes
1206,C73,2,P20,clothes
1207,C75,8,P35,sweets
1208,C78,9,P32,fruit_veg
1209,C78,9,P25,fruit_veg
1210,C78,9,P23,fruit_veg
1211,C83,8,P55,food
1212,C86,8,P59,food
1213,C86,8,P49,food
1214,C89,8,P02,house
1215,C89,8,P07,house
1216,C89,8,P05,house
1217,C96,10,P26,fruit_veg
1218,C96,10,P24,fruit_veg
1219,C96,10,P33,fruit_veg
1220,C98,7,P36,sweets
1221,C99,9,P34,fruit_veg
1222,C123,3,P32,fruit_veg
1223,C130,7,P36,sweets
1224,C133,3,P64,bws
1225,C133,3,P63,bws
1226,C133,3,P61,bws
1227,C7,3,P62,bws
1228,C7,3,P61,bws
1229,C16,5,P12,house
1230,C16,5,P07,house
1231,C29,7,P51,food
1232,C35,7,P39,sweets
1233,C35,7,P36,sweets
1234,C35,7,P36,sweets
1235,C42,2,P20,clothes
1236,C42,2,P15,clothes
1237,C42,2,P18,clothes
1238,C52,1,P35,sweets
1239,C56,4,P26,fruit_veg
1240,C56,4,P31,fruit_veg
1241,C59,6,P08,house
1242,C59,6,P09,house
1243,C59,6,P03,house
1244,C60,10,P27,fruit_veg
1245,C60,10,P31,fruit_veg
1246,C60,10,P22,fruit_veg
1247,C64,10,P06,house
1248,C68,8,P53,food
1249,C74,5,P27,fruit_veg
1250,C74,5,P31,fruit_veg
1251,C75,8,P36,sweets
1252,C75,8,P40,sweets
1253,C75,8,P35,sweets
1254,C78,9,P10,house
1255,C81,7,P47,food
1256,C81,7,P55,food
1257,C82,9,P26,fruit_veg
1258,C86,8,P46,food
1259,C92,1,P11,house
1260,C92,1,P11,house
1261,C119,7,P40,sweets
1262,C130,7,P10,house
1263,C130,7,P02,house
1264,C130,7,P07,house
1265,C2,4,P39,sweets
1266,C2,4,P40,sweets
1267,C2,4,P36,sweets
1268,C9,8,P26,fruit_veg
1269,C9,8,P25,fruit_veg
1270,C9,8,P30,fruit_veg
1271,C11,4,P12,house
1272,C12,8,P36,sweets
1273,C12,8,P40,sweets
1274,C28,3,P61,bws
1275,C28,3,P62,bws
1276,C31,9,P62,bws
1277,C31,9,P63,bws
1278,C50,8,P26,fruit_veg
1279,C50,8,P24,fruit_veg
1280,C50,8,P32,fruit_veg
1281,C69,7,P22,fruit_veg
1282,C69,7,P31,fruit_veg
1283,C69,7,P28,fruit_veg
1284,C70,9,P19,clothes
1285,C70,9,P15,clothes
1286,C77,9,P40,sweets
1287,C77,9,P39,sweets
1288,C77,9,P37,sweets
1289,C86,8,P47,food
1290,C99,9,P08,house
1291,C99,9,P04,house
1292,C99,9,P02,house
1293,C100,8,P11,house
1294,C101,2,P22,fruit_veg
1295,C101,2,P23,fruit_veg
1296,C101,2,P31,fruit_veg
1297,C104,7,P63,bws
1298,C112,3,P46,food
1299,C112,3,P45,food
1300,C112,3,P59,food
1301,C123,3,P30,fruit_veg
1302,C123,3,P28,fruit_veg
1303,C123,3,P24,fruit_veg
1304,C127,4,P36,sweets
1305,C127,4,P35,sweets
1306,C2,4,P11,house
1307,C2,4,P11,house
1308,C10,5,P42,food
1309,C10,5,P52,food
1310,C10,5,P60,food
1311,C18,8,P23,fruit_veg
1312,C18,8,P32,fruit_veg
1313,C35,7,P47,food
1314,C36,5,P36,sweets
1315,C36,5,P38,sweets
1316,C44,9,P09,house
1317,C44,9,P06,house
1318,C44,9,P06,house
1319,C45,10,P58,food
1320,C49,7,P24,fruit_veg
1321,C49,7,P22,fruit_veg
1322,C56,4,P31,fruit_veg
1323,C62,6,P22,fruit_veg
1324,C62,6,P28,fruit_veg
1325,C82,9,P32,fruit_veg
1326,C90,3,P50,food
1327,C94,10,P30,fruit_veg
1328,C99,9,P29,fruit_veg
1329,C99,9,P28,fruit_veg
1330,C101,2,P39,sweets
1331,C120,9,P24,fruit_veg
1332,C129,7,P26,fruit_veg
1333,C131,4,P44,food
1334,C131,4,P60,food
1335,C131,4,P55,food
1336,C136,10,P12,house
1337,C136,10,P04,house
1338,C2,4,P53,food
1339,C7,3,P62,bws
1340,C7,3,P61,bws
1341,C14,3,P46,food
1342,C17,2,P44,food
1343,C17,2,P43,food
1344,C17,2,P45,food
1345,C19,6,P58,food
1346,C20,2,P39,sweets
1347,C20,2,P38,sweets
1348,C20,2,P40,sweets
1349,C27,10,P39,sweets
1350,C37,9,P41,food
1351,C37,9,P59,food
1352,C37,9,P54,food
1353,C40,4,P37,sweets
1354,C40,4,P39,sweets
1355,C40,4,P35,sweets
1356,C41,9,P55,food
1357,C41,9,P47,food
1358,C41,9,P44,food
1359,C51,3,P37,sweets
1360,C51,3,P35,sweets
1361,C52,1,P37,sweets
1362,C52,1,P39,sweets
1363,C52,1,P36,sweets
1364,C60,10,P43,food
1365,C63,2,P22,fruit_veg
1366,C63,2,P31,fruit_veg
1367,C77,9,P53,food
1368,C77,9,P60,food
1369,C77,9,P58,food
1370,C78,9,P22,fruit_veg
1371,C78,9,P33,fruit_veg
1372,C80,9,P03,house
1373,C80,9,P12,house
1374,C81,7,P34,fruit_veg
1375,C87,3,P63,bws
1376,C87,3,P61,bws
1377,C92,1,P40,sweets
1378,C92,1,P40,sweets
1379,C98,7,P39,sweets
1380,C98,7,P39,sweets
1381,C105,8,P59,food
1382,C105,8,P60,food
1383,C108,8,P37,sweets
1384,C108,8,P35,sweets
1385,C109,6,P20,clothes
1386,C109,6,P16,clothes
1387,C119,7,P39,sweets
1388,C119,7,P37,sweets
1389,C119,7,P39,sweets
1390,C121,10,P49,food
1391,C121,10,P42,food
1392,C121,10,P47,food
1393,C127,4,P37,sweets
1394,C127,4,P40,sweets
1395,C127,4,P35,sweets
1396,C134,6,P01,house
1397,C134,6,P11,house
1398,C134,6,P07,house
1399,C135,2,P26,fruit_veg
1400,C135,2,P26,fruit_veg
1401,C2,4,P53,food
1402,C2,4,P43,food
1403,C2,4,P48,food
1404,C5,7,P10,house
1405,C5,7,P10,house
1406,C12,8,P28,fruit_veg
1407,C12,8,P29,fruit_veg
1408,C13,8,P24,fruit_veg
1409,C17,2,P53,food
1410,C17,2,P44,food
1411,C19,6,P25,fruit_veg
1412,C27,10,P36,sweets
1413,C33,5,P28,fruit_veg
1414,C33,5,P27,fruit_veg
1415,C33,5,P33,fruit_veg
1416,C36,5,P36,sweets
1417,C36,5,P36,sweets
1418,C36,5,P38,sweets
1419,C42,2,P25,fruit_veg
1420,C42,2,P28,fruit_veg
1421,C45,10,P53,food
1422,C45,10,P53,food
1423,C45,10,P43,food
1424,C49,7,P35,sweets
1425,C49,7,P40,sweets
1426,C49,7,P38,sweets
1427,C51,3,P11,house
1428,C51,3,P01,house
1429,C61,4,P25,fruit_veg
1430,C73,2,P30,fruit_veg
1431,C81,7,P09,house
1432,C81,7,P12,house
1433,C81,7,P05,house
1434,C89,8,P37,sweets
1435,C89,8,P40,sweets
1436,C89,8,P36,sweets
1437,C92,1,P38,sweets
1438,C92,1,P36,sweets
1439,C96,10,P46,food
1440,C116,5,P38,sweets
1441,C116,5,P38,sweets
1442,C123,3,P35,sweets
1443,C123,3,P38,sweets
1444,C123,3,P40,sweets
1445,C126,4,P59,food
1446,C4,5,P09,house
1447,C18,8,P02,house
1448,C21,5,P22,fruit_veg
1449,C21,5,P33,fruit_veg
1450,C21,5,P26,fruit_veg
1451,C22,1,P30,fruit_veg
1452,C22,1,P23,fruit_veg
1453,C24,6,P42,food
1454,C24,6,P43,food
1455,C24,6,P42,food
1456,C30,4,P14,clothes
1457,C43,10,P44,food
1458,C43,10,P60,food
1459,C43,10,P59,food
1460,C56,4,P40,sweets
1461,C62,6,P01,house
1462,C74,5,P24,fruit_veg
1463,C74,5,P23,fruit_veg
1464,C87,3,P63,bws
1465,C88,1,P22,fruit_veg
1466,C88,1,P27,fruit_veg
1467,C90,3,P59,food
1468,C95,7,P25,fruit_veg
1469,C95,7,P30,fruit_veg
1470,C95,7,P30,fruit_veg
1471,C98,7,P39,sweets
1472,C102,1,P42,food
1473,C109,6,P23,fruit_veg
1474,C110,3,P64,bws
1475,C117,10,P34,fruit_veg
1476,C117,10,P34,fruit_veg
1477,C117,10,P33,fruit_veg
1478,C118,7,P40,sweets
1479,C118,7,P40,sweets
1480,C118,7,P36,sweets
1481,C123,3,P56,food
1482,C123,3,P56,food
1483,C2,4,P34,fruit_veg
1484,C2,4,P32,fruit_veg
1485,C2,4,P33,fruit_veg
1486,C5,7,P01,house
1487,C5,7,P04,house
1488,C9,8,P23,fruit_veg
1489,C12,8,P47,food
1490,C12,8,P54,food
1491,C12,8,P52,food
1492,C27,10,P35,sweets
1493,C27,10,P40,sweets
1494,C27,10,P38,sweets
1495,C28,3,P63,bws
1496,C29,7,P10,house
1497,C29,7,P01,house
1498,C32,3,P32,fruit_veg
1499,C36,5,P40,sweets
1500,C36,5,P38,sweets
1501,C39,2,P40,sweets
1502,C40,4,P38,sweets
1503,C40,4,P35,sweets
1504,C45,10,P04,house
1505,C45,10,P10,house
1506,C51,3,P40,sweets
1507,C51,3,P39,sweets
1508,C56,4,P35,sweets
1509,C56,4,P37,sweets
1510,C61,4,P34,fruit_veg
1511,C61,4,P22,fruit_veg
1512,C70,9,P07,house
1513,C75,8,P37,sweets
1514,C75,8,P35,sweets
1515,C77,9,P36,sweets
1516,C77,9,P37,sweets
1517,C77,9,P39,sweets
1518,C78,9,P03,house
1519,C85,8,P36,sweets
1520,C85,8,P36,sweets
1521,C89,8,P38,sweets
1522,C89,8,P36,sweets
1523,C94,10,P34,fruit_veg
1524,C94,10,P32,fruit_veg
1525,C94,10,P24,fruit_veg
1526,C102,1,P44,food
1527,C102,1,P41,food
1528,C103,7,P28,fruit_veg
1529,C103,7,P34,fruit_veg
1530,C104,7,P44,food
1531,C104,7,P46,food
1532,C104,7,P53,food
1533,C117,10,P24,fruit_veg
1534,C117,10,P25,fruit_veg
1535,C134,6,P38,sweets
1536,C3,8,P02,house
1537,C3,8,P10,house
1538,C3,8,P12,house
1539,C14,3,P44,food
1540,C14,3,P51,food
1541,C14,3,P43,food
1542,C18,8,P30,fruit_veg
1543,C18,8,P25,fruit_veg
1544,C18,8,P26,fruit_veg
1545,C23,10,P64,bws
1546,C23,10,P63,bws
1547,C27,10,P39,sweets
1548,C27,10,P39,sweets
1549,C27,10,P38,sweets
1550,C39,2,P63,bws
1551,C39,2,P64,bws
1552,C39,2,P62,bws
1553,C41,9,P46,food
1554,C41,9,P51,food
1555,C41,9,P45,food
1556,C48,4,P44,food
1557,C48,4,P58,food
1558,C48,4,P46,food
1559,C60,10,P27,fruit_veg
1560,C60,10,P34,fruit_veg
1561,C60,10,P24,fruit_veg
1562,C62,6,P64,bws
1563,C62,6,P64,bws
1564,C64,10,P04,house
1565,C64,10,P11,house
1566,C64,10,P04,house
1567,C70,9,P01,house
1568,C70,9,P10,house
1569,C75,8,P39,sweets
1570,C75,8,P37,sweets
1571,C76,10,P49,food
1572,C76,10,P42,food
1573,C81,7,P53,food
1574,C81,7,P47,food
1575,C82,9,P33,fruit_veg
1576,C83,8,P16,clothes
1577,C87,3,P61,bws
1578,C87,3,P64,bws
1579,C88,1,P22,fruit_veg
1580,C88,1,P34,fruit_veg
1581,C88,1,P27,fruit_veg
1582,C101,2,P34,fruit_veg
1583,C102,1,P30,fruit_veg
1584,C108,8,P39,sweets
1585,C108,8,P38,sweets
1586,C108,8,P37,sweets
1587,C110,3,P63,bws
1588,C114,3,P41,food
1589,C114,3,P47,food
1590,C115,1,P41,food
1591,C115,1,P55,food
1592,C115,1,P59,food
1593,C137,9,P47,food
1594,C12,8,P26,fruit_veg
1595,C16,5,P10,house
1596,C16,5,P10,house
1597,C29,7,P58,food
1598,C41,9,P53,food
1599,C58,6,P26,fruit_veg
1600,C58,6,P29,fruit_veg
1601,C58,6,P25,fruit_veg
1602,C60,10,P01,house
1603,C119,7,P63,bws
1604,C129,7,P33,fruit_veg
1605,C129,7,P31,fruit_veg
1606,C131,4,P36,sweets
1607,C131,4,P38,sweets
1608,C131,4,P39,sweets
1609,C3,8,P03,house
1610,C22,1,P28,fruit_veg
1611,C22,1,P25,fruit_veg
1612,C30,4,P19,clothes
1613,C35,7,P58,food
1614,C35,7,P49,food
1615,C68,8,P15,clothes
1616,C73,2,P61,bws
1617,C73,2,P62,bws
1618,C73,2,P64,bws
1619,C86,8,P52,food
1620,C86,8,P52,food
1621,C87,3,P43,food
1622,C87,3,P44,food
1623,C87,3,P46,food
1624,C92,1,P12,house
1625,C97,9,P39,sweets
1626,C97,9,P36,sweets
1627,C101,2,P38,sweets
1628,C101,2,P38,sweets
1629,C106,5,P51,food
1630,C110,3,P62,bws
1631,C110,3,P63,bws
1632,C131,4,P35,sweets
1633,C131,4,P36,sweets
1634,C132,7,P13,clothes
1635,C14,3,P55,food
1636,C14,3,P60,food
1637,C14,3,P60,food
1638,C15,6,P64,bws
1639,C15,6,P61,bws
1640,C25,9,P48,food
1641,C25,9,P42,food
1642,C25,9,P51,food
1643,C27,10,P39,sweets
1644,C27,10,P35,sweets
1645,C27,10,P39,sweets
1646,C35,7,P56,food
1647,C36,5,P40,sweets
1648,C36,5,P36,sweets
1649,C36,5,P39,sweets
1650,C38,7,P03,house
1651,C46,5,P05,house
1652,C46,5,P03,house
1653,C50,8,P33,fruit_veg
1654,C58,6,P40,sweets
1655,C58,6,P37,sweets
1656,C58,6,P40,sweets
1657,C60,10,P60,food
1658,C60,10,P60,food
1659,C63,2,P27,fruit_veg
1660,C63,2,P25,fruit_veg
1661,C63,2,P32,fruit_veg
1662,C84,1,P12,house
1663,C84,1,P09,house
1664,C86,8,P47,food
1665,C86,8,P52,food
1666,C86,8,P43,food
1667,C90,3,P48,food
1668,C90,3,P49,food
1669,C90,3,P42,food
1670,C98,7,P40,sweets
1671,C101,2,P30,fruit_veg
1672,C103,7,P56,food
1673,C103,7,P55,food
1674,C103,7,P48,food
1675,C115,1,P48,food
1676,C115,1,P46,food
1677,C119,7,P35,sweets
1678,C119,7,P37,sweets
1679,C119,7,P39,sweets
1680,C132,7,P17,clothes
1681,C133,3,P20,clothes
1682,C136,10,P07,house
1683,C10,5,P21,clothes
1684,C10,5,P17,clothes
1685,C11,4,P02,house
1686,C11,4,P06,house
1687,C19,6,P32,fruit_veg
1688,C19,6,P30,fruit_veg
1689,C19,6,P23,fruit_veg
1690,C22,1,P47,food
1691,C22,1,P46,food
1692,C25,9,P45,food
1693,C25,9,P57,food
1694,C25,9,P56,food
1695,C35,7,P38,sweets
1696,C35,7,P37,sweets
1697,C39,2,P39,sweets
1698,C47,2,P44,food
1699,C47,2,P57,food
1700,C53,4,P12,house
1701,C53,4,P11,house
1702,C64,10,P30,fruit_veg
1703,C64,10,P25,fruit_veg
1704,C70,9,P40,sweets
1705,C77,9,P27,fruit_veg
1706,C77,9,P22,fruit_veg
1707,C77,9,P26,fruit_veg
1708,C78,9,P09,house
1709,C78,9,P10,house
1710,C83,8,P53,food
1711,C83,8,P41,food
1712,C83,8,P53,food
1713,C86,8,P28,fruit_veg
1714,C93,5,P46,food
1715,C93,5,P55,food
1716,C93,5,P57,food
1717,C99,9,P11,house
1718,C99,9,P10,house
1719,C99,9,P09,house
1720,C102,1,P24,fruit_veg
1721,C102,1,P33,fruit_veg
1722,C102,1,P23,fruit_veg
1723,C105,8,P02,house
1724,C109,6,P45,food
1725,C112,3,P49,food
1726,C124,7,P30,fruit_veg
1727,C124,7,P30,fruit_veg
1728,C132,7,P19,clothes
1729,C132,7,P17,clothes
1730,C134,6,P36,sweets
1731,C134,6,P37,sweets
1732,C134,6,P37,sweets
1733,C7,3,P26,fruit_veg
1734,C7,3,P31,fruit_veg
1735,C7,3,P29,fruit_veg
1736,C12,8,P34,fruit_veg
1737,C12,8,P22,fruit_veg
1738,C12,8,P31,fruit_veg
1739,C17,2,P36,sweets
1740,C18,8,P23,fruit_veg
1741,C18,8,P23,fruit_veg
1742,C35,7,P41,food
1743,C35,7,P41,food
1744,C39,2,P48,food
1745,C39,2,P56,food
1746,C39,2,P58,food
1747,C48,4,P60,food
1748,C48,4,P52,food
1749,C54,2,P27,fruit_veg
1750,C54,2,P23,fruit_veg
1751,C54,2,P32,fruit_veg
1752,C61,4,P37,sweets
1753,C61,4,P40,sweets
1754,C61,4,P36,sweets
1755,C62,6,P08,house
1756,C62,6,P03,house
1757,C62,6,P03,house
1758,C78,9,P16,clothes
1759,C82,9,P26,fruit_veg
1760,C82,9,P33,fruit_veg
1761,C90,3,P47,food
1762,C90,3,P50,food
1763,C90,3,P42,food
1764,C100,8,P04,house
1765,C100,8,P09,house
1766,C104,7,P32,fruit_veg
1767,C104,7,P25,fruit_veg
1768,C113,5,P07,house
1769,C116,5,P35,sweets
1770,C116,5,P40,sweets
1771,C116,5,P35,sweets
1772,C130,7,P04,house
1773,C130,7,P07,house
1774,C130,7,P02,house
1775,C132,7,P16,clothes
1776,C133,3,P16,clothes
1777,C133,3,P17,clothes
1778,C133,3,P15,clothes
1779,C134,6,P04,house
1780,C1,7,P50,food
1781,C1,7,P41,food
1782,C1,7,P59,food
1783,C2,4,P48,food
1784,C2,4,P49,food
1785,C3,8,P08,house
1786,C3,8,P01,house
1787,C3,8,P10,house
1788,C10,5,P21,clothes
1789,C10,5,P13,clothes
1790,C10,5,P15,clothes
1791,C12,8,P29,fruit_veg
1792,C12,8,P28,fruit_veg
1793,C18,8,P05,house
1794,C20,2,P39,sweets
1795,C20,2,P39,sweets
1796,C20,2,P36,sweets
1797,C22,1,P22,fruit_veg
1798,C22,1,P30,fruit_veg
1799,C32,3,P51,food
1800,C32,3,P53,food
1801,C32,3,P55,food
1802,C35,7,P56,food
1803,C36,5,P40,sweets
1804,C36,5,P39,sweets
1805,C44,9,P12,house
1806,C50,8,P24,fruit_veg
1807,C52,1,P39,sweets
1808,C64,10,P11,house
1809,C68,8,P64,bws
1810,C69,7,P45,food
1811,C69,7,P59,food
1812,C73,2,P63,bws
1813,C74,5,P27,fruit_veg
1814,C89,8,P08,house
1815,C89,8,P04,house
1816,C96,10,P25,fruit_veg
1817,C96,10,P30,fruit_veg
1818,C96,10,P26,fruit_veg
1819,C99,9,P31,fruit_veg
1820,C99,9,P28,fruit_veg
1821,C101,2,P37,sweets
1822,C101,2,P40,sweets
1823,C108,8,P36,sweets
1824,C110,3,P61,bws
1825,C110,3,P61,bws
1826,C122,10,P01,house
1827,C122,10,P08,house
1828,C127,4,P59,food
1829,C127,4,P42,food
1830,C127,4,P58,food
1831,C133,3,P34,fruit_veg
1832,C133,3,P24,fruit_veg
1833,C135,2,P62,bws
1834,C136,10,P31,fruit_veg
1835,C136,10,P28,fruit_veg
1836,C136,10,P30,fruit_veg
1837,C7,3,P63,bws
1838,C7,3,P64,bws
1839,C21,5,P30,fruit_veg
1840,C25,9,P35,sweets
1841,C28,3,P62,bws
1842,C28,3,P64,bws
1843,C36,5,P38,sweets
1844,C36,5,P37,sweets
1845,C87,3,P63,bws
1846,C88,1,P32,fruit_veg
1847,C94,10,P05,house
1848,C94,10,P06,house
1849,C104,7,P34,fruit_veg
1850,C104,7,P33,fruit_veg
1851,C107,3,P28,fruit_veg
1852,C107,3,P30,fruit_veg
1853,C123,3,P55,food
1854,C123,3,P55,food
1855,C123,3,P46,food
1856,C10,5,P19,clothes
1857,C25,9,P36,sweets
1858,C25,9,P36,sweets
1859,C32,3,P37,sweets
1860,C32,3,P39,sweets
1861,C35,7,P48,food
1862,C37,9,P61,bws
1863,C39,2,P46,food
1864,C39,2,P53,food
1865,C41,9,P54,food
1866,C41,9,P49,food
1867,C41,9,P57,food
1868,C42,2,P35,sweets
1869,C42,2,P37,sweets
1870,C42,2,P37,sweets
1871,C43,10,P38,sweets
1872,C43,10,P39,sweets
1873,C45,10,P48,food
1874,C45,10,P51,food
1875,C45,10,P53,food
1876,C48,4,P50,food
1877,C48,4,P53,food
1878,C52,1,P37,sweets
1879,C58,6,P49,food
1880,C65,2,P52,food
1881,C87,3,P63,bws
1882,C87,3,P64,bws
1883,C89,8,P35,sweets
1884,C89,8,P39,sweets
1885,C91,3,P07,house
1886,C91,3,P12,house
1887,C91,3,P10,house
1888,C98,7,P38,sweets
1889,C98,7,P38,sweets
1890,C109,6,P24,fruit_veg
1891,C118,7,P12,house
1892,C118,7,P06,house
1893,C121,10,P04,house
1894,C121,10,P12,house
1895,C121,10,P02,house
1896,C134,6,P38,sweets
1897,C134,6,P40,sweets
1898,C136,10,P12,house
1899,C136,10,P09,house
1900,C2,4,P36,sweets
1901,C14,3,P47,food
1902,C16,5,P37,sweets
1903,C16,5,P38,sweets
1904,C16,5,P37,sweets
1905,C21,5,P30,fruit_veg
1906,C26,1,P33,fruit_veg
1907,C35,7,P55,food
1908,C35,7,P45,food
1909,C35,7,P44,food
1910,C44,9,P45,food
1911,C46,5,P22,fruit_veg
1912,C46,5,P22,fruit_veg
1913,C50,8,P26,fruit_veg
1914,C61,4,P25,fruit_veg
1915,C73,2,P15,clothes
1916,C73,2,P18,clothes
1917,C78,9,P29,fruit_veg
1918,C84,1,P54,food
1919,C84,1,P50,food
1920,C87,3,P62,bws
1921,C94,10,P30,fruit_veg
1922,C101,2,P24,fruit_veg
1923,C101,2,P31,fruit_veg
1924,C101,2,P23,fruit_veg
1925,C104,7,P62,bws
1926,C104,7,P64,bws
1927,C105,8,P53,food
